"ParkName","ParkType","Region","State","Year","Month","lat","long","cost","logVisits","laglogVisits","laglogVisitsYear"
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2014,"7",37.5858662,-85.67330523,0,10.7276410654375,10.5981086463521,10.2686860674157
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2014,"8",37.5858662,-85.67330523,0,10.4537165650769,10.7276410654375,9.98336101511929
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2014,"9",37.5858662,-85.67330523,0,10.1010671117191,10.4537165650769,9.963123450432
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2014,"10",37.5858662,-85.67330523,0,9.84044125081849,10.1010671117191,8.27664912542186
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2014,"11",37.5858662,-85.67330523,0,8.59433940059289,9.84044125081849,9.05310159554969
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2014,"12",37.5858662,-85.67330523,0,8.11042723757502,8.59433940059289,8.28828304520769
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2015,"1",37.5858662,-85.67330523,0,8.15679704667565,8.11042723757502,7.9912539298402
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2015,"2",37.5858662,-85.67330523,0,7.87321705486274,8.15679704667565,8.44376191333035
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2015,"3",37.5858662,-85.67330523,0,8.7876782390395,7.87321705486274,9.16586588187435
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2015,"4",37.5858662,-85.67330523,0,9.51103738150546,8.7876782390395,9.9090222080346
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2015,"5",37.5858662,-85.67330523,0,9.67438880418324,9.51103738150546,10.3669385098429
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2015,"6",37.5858662,-85.67330523,0,9.91714387898361,9.67438880418324,10.5981086463521
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2015,"7",37.5858662,-85.67330523,0,10.052553900454,9.91714387898361,10.7276410654375
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2015,"8",37.5858662,-85.67330523,0,9.84453340969246,10.052553900454,10.4537165650769
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2015,"9",37.5858662,-85.67330523,0,9.71214543252109,9.84453340969246,10.1010671117191
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2015,"10",37.5858662,-85.67330523,0,9.54187185170622,9.71214543252109,9.84044125081849
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2015,"11",37.5858662,-85.67330523,0,9.07257144223129,9.54187185170622,8.59433940059289
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2015,"12",37.5858662,-85.67330523,0,8.52357279838028,9.07257144223129,8.11042723757502
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2016,"1",37.5858662,-85.67330523,0,8.6919864817894,8.52357279838028,8.15679704667565
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2016,"2",37.5858662,-85.67330523,0,8.65207367361006,8.6919864817894,7.87321705486274
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2016,"3",37.5858662,-85.67330523,0,9.4731660684291,8.65207367361006,8.7876782390395
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2016,"4",37.5858662,-85.67330523,0,10.072259391783,9.4731660684291,9.51103738150546
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2016,"5",37.5858662,-85.67330523,0,10.081257097962,10.072259391783,9.67438880418324
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2016,"6",37.5858662,-85.67330523,0,10.2830876944492,10.081257097962,9.91714387898361
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2016,"7",37.5858662,-85.67330523,0,10.8737360260037,10.2830876944492,10.052553900454
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2016,"8",37.5858662,-85.67330523,0,10.5574260198708,10.8737360260037,9.84453340969246
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2016,"9",37.5858662,-85.67330523,0,9.98874739648695,10.5574260198708,9.71214543252109
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2016,"10",37.5858662,-85.67330523,0,9.91714387898361,9.98874739648695,9.54187185170622
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2016,"11",37.5858662,-85.67330523,0,9.35036314989601,9.91714387898361,9.07257144223129
"Abraham Lincoln Birthplace NHP","National Historical Park","Southeast ","KY",2016,"12",37.5858662,-85.67330523,0,8.7371316117815,9.35036314989601,8.52357279838028
"Acadia NP","National Park","Northeast ","ME",2010,"1",44.30777545,-68.30063316,25,9.26017760682335,NA,NA
"Acadia NP","National Park","Northeast ","ME",2010,"2",44.30777545,-68.30063316,25,9.50293535628861,9.26017760682335,NA
"Acadia NP","National Park","Northeast ","ME",2010,"3",44.30777545,-68.30063316,25,10.1689623588638,9.50293535628861,NA
"Acadia NP","National Park","Northeast ","ME",2010,"4",44.30777545,-68.30063316,25,10.9680775925898,10.1689623588638,NA
"Acadia NP","National Park","Northeast ","ME",2010,"5",44.30777545,-68.30063316,25,12.0429594218275,10.9680775925898,NA
"Acadia NP","National Park","Northeast ","ME",2010,"6",44.30777545,-68.30063316,25,12.565968397095,12.0429594218275,NA
"Acadia NP","National Park","Northeast ","ME",2010,"7",44.30777545,-68.30063316,25,13.2092435791242,12.565968397095,NA
"Acadia NP","National Park","Northeast ","ME",2010,"8",44.30777545,-68.30063316,25,13.3501664562399,13.2092435791242,NA
"Acadia NP","National Park","Northeast ","ME",2010,"9",44.30777545,-68.30063316,25,12.9738680094463,13.3501664562399,NA
"Acadia NP","National Park","Northeast ","ME",2010,"10",44.30777545,-68.30063316,25,12.5745798118193,12.9738680094463,NA
"Acadia NP","National Park","Northeast ","ME",2010,"11",44.30777545,-68.30063316,25,10.5115397005631,12.5745798118193,NA
"Acadia NP","National Park","Northeast ","ME",2010,"12",44.30777545,-68.30063316,25,9.16377273615985,10.5115397005631,NA
"Acadia NP","National Park","Northeast ","ME",2011,"1",44.30777545,-68.30063316,25,9.25234566612121,9.16377273615985,9.26017760682335
"Acadia NP","National Park","Northeast ","ME",2011,"2",44.30777545,-68.30063316,25,9.16261963576477,9.25234566612121,9.50293535628861
"Acadia NP","National Park","Northeast ","ME",2011,"3",44.30777545,-68.30063316,25,9.8787336880699,9.16261963576477,10.1689623588638
"Acadia NP","National Park","Northeast ","ME",2011,"4",44.30777545,-68.30063316,25,10.9734945841939,9.8787336880699,10.9680775925898
"Acadia NP","National Park","Northeast ","ME",2011,"5",44.30777545,-68.30063316,25,11.7960044594954,10.9734945841939,12.0429594218275
"Acadia NP","National Park","Northeast ","ME",2011,"6",44.30777545,-68.30063316,25,12.602237977795,11.7960044594954,12.565968397095
"Acadia NP","National Park","Northeast ","ME",2011,"7",44.30777545,-68.30063316,25,13.2355009730263,12.602237977795,13.2092435791242
"Acadia NP","National Park","Northeast ","ME",2011,"8",44.30777545,-68.30063316,25,13.2762065813943,13.2355009730263,13.3501664562399
"Acadia NP","National Park","Northeast ","ME",2011,"9",44.30777545,-68.30063316,25,12.86842293273,13.2762065813943,12.9738680094463
"Acadia NP","National Park","Northeast ","ME",2011,"10",44.30777545,-68.30063316,25,12.5079460430924,12.86842293273,12.5745798118193
"Acadia NP","National Park","Northeast ","ME",2011,"11",44.30777545,-68.30063316,25,10.4397762237386,12.5079460430924,10.5115397005631
"Acadia NP","National Park","Northeast ","ME",2011,"12",44.30777545,-68.30063316,25,9.33644424877191,10.4397762237386,9.16377273615985
"Acadia NP","National Park","Northeast ","ME",2012,"1",44.30777545,-68.30063316,25,9.3868953338758,9.33644424877191,9.25234566612121
"Acadia NP","National Park","Northeast ","ME",2012,"2",44.30777545,-68.30063316,25,9.42456426111574,9.3868953338758,9.16261963576477
"Acadia NP","National Park","Northeast ","ME",2012,"3",44.30777545,-68.30063316,25,10.0294591920981,9.42456426111574,9.8787336880699
"Acadia NP","National Park","Northeast ","ME",2012,"4",44.30777545,-68.30063316,25,10.993260892537,10.0294591920981,10.9734945841939
"Acadia NP","National Park","Northeast ","ME",2012,"5",44.30777545,-68.30063316,25,11.9665900866576,10.993260892537,11.7960044594954
"Acadia NP","National Park","Northeast ","ME",2012,"6",44.30777545,-68.30063316,25,12.6417403615375,11.9665900866576,12.602237977795
"Acadia NP","National Park","Northeast ","ME",2012,"7",44.30777545,-68.30063316,25,13.1979067474528,12.6417403615375,13.2355009730263
"Acadia NP","National Park","Northeast ","ME",2012,"8",44.30777545,-68.30063316,25,13.2609211167571,13.1979067474528,13.2762065813943
"Acadia NP","National Park","Northeast ","ME",2012,"9",44.30777545,-68.30063316,25,12.8785348596472,13.2609211167571,12.86842293273
"Acadia NP","National Park","Northeast ","ME",2012,"10",44.30777545,-68.30063316,25,12.6212669379282,12.8785348596472,12.5079460430924
"Acadia NP","National Park","Northeast ","ME",2012,"11",44.30777545,-68.30063316,25,10.5554480887658,12.6212669379282,10.4397762237386
"Acadia NP","National Park","Northeast ","ME",2012,"12",44.30777545,-68.30063316,25,9.33326571881348,10.5554480887658,9.33644424877191
"Acadia NP","National Park","Northeast ","ME",2013,"1",44.30777545,-68.30063316,25,9.32812340763257,9.33326571881348,9.3868953338758
"Acadia NP","National Park","Northeast ","ME",2013,"2",44.30777545,-68.30063316,25,9.19725513242753,9.32812340763257,9.42456426111574
"Acadia NP","National Park","Northeast ","ME",2013,"3",44.30777545,-68.30063316,25,9.93459854756118,9.19725513242753,10.0294591920981
"Acadia NP","National Park","Northeast ","ME",2013,"4",44.30777545,-68.30063316,25,10.7598371789433,9.93459854756118,10.993260892537
"Acadia NP","National Park","Northeast ","ME",2013,"5",44.30777545,-68.30063316,25,11.803009650038,10.7598371789433,11.9665900866576
"Acadia NP","National Park","Northeast ","ME",2013,"6",44.30777545,-68.30063316,25,12.6628390479939,11.803009650038,12.6417403615375
"Acadia NP","National Park","Northeast ","ME",2013,"7",44.30777545,-68.30063316,25,13.2272799945538,12.6628390479939,13.1979067474528
"Acadia NP","National Park","Northeast ","ME",2013,"8",44.30777545,-68.30063316,25,13.3331217480229,13.2272799945538,13.2609211167571
"Acadia NP","National Park","Northeast ","ME",2013,"9",44.30777545,-68.30063316,25,12.9002218239226,13.3331217480229,12.8785348596472
"Acadia NP","National Park","Northeast ","ME",2013,"10",44.30777545,-68.30063316,25,11.4606316702491,12.9002218239226,12.6212669379282
"Acadia NP","National Park","Northeast ","ME",2013,"11",44.30777545,-68.30063316,25,10.6257565466681,11.4606316702491,10.5554480887658
"Acadia NP","National Park","Northeast ","ME",2013,"12",44.30777545,-68.30063316,25,8.92811007820265,10.6257565466681,9.33326571881348
"Acadia NP","National Park","Northeast ","ME",2014,"1",44.30777545,-68.30063316,25,9.25531373761891,8.92811007820265,9.32812340763257
"Acadia NP","National Park","Northeast ","ME",2014,"2",44.30777545,-68.30063316,25,9.23591064808771,9.25531373761891,9.19725513242753
"Acadia NP","National Park","Northeast ","ME",2014,"3",44.30777545,-68.30063316,25,9.77012757379084,9.23591064808771,9.93459854756118
"Acadia NP","National Park","Northeast ","ME",2014,"4",44.30777545,-68.30063316,25,10.9545189455748,9.77012757379084,10.7598371789433
"Acadia NP","National Park","Northeast ","ME",2014,"5",44.30777545,-68.30063316,25,11.9382846994564,10.9545189455748,11.803009650038
"Acadia NP","National Park","Northeast ","ME",2014,"6",44.30777545,-68.30063316,25,12.7333010058613,11.9382846994564,12.6628390479939
"Acadia NP","National Park","Northeast ","ME",2014,"7",44.30777545,-68.30063316,25,13.2376080831142,12.7333010058613,13.2272799945538
"Acadia NP","National Park","Northeast ","ME",2014,"8",44.30777545,-68.30063316,25,13.3663333454889,13.2376080831142,13.3331217480229
"Acadia NP","National Park","Northeast ","ME",2014,"9",44.30777545,-68.30063316,25,12.943652892834,13.3663333454889,12.9002218239226
"Acadia NP","National Park","Northeast ","ME",2014,"10",44.30777545,-68.30063316,25,12.656896640879,12.943652892834,11.4606316702491
"Acadia NP","National Park","Northeast ","ME",2014,"11",44.30777545,-68.30063316,25,10.3421939944241,12.656896640879,10.6257565466681
"Acadia NP","National Park","Northeast ","ME",2014,"12",44.30777545,-68.30063316,25,9.51125944745996,10.3421939944241,8.92811007820265
"Acadia NP","National Park","Northeast ","ME",2015,"1",44.30777545,-68.30063316,25,9.43978403583887,9.51125944745996,9.25531373761891
"Acadia NP","National Park","Northeast ","ME",2015,"2",44.30777545,-68.30063316,25,9.2711532113727,9.43978403583887,9.23591064808771
"Acadia NP","National Park","Northeast ","ME",2015,"3",44.30777545,-68.30063316,25,9.80162092613256,9.2711532113727,9.77012757379084
"Acadia NP","National Park","Northeast ","ME",2015,"4",44.30777545,-68.30063316,25,11.054296893746,9.80162092613256,10.9545189455748
"Acadia NP","National Park","Northeast ","ME",2015,"5",44.30777545,-68.30063316,25,12.139964893794,11.054296893746,11.9382846994564
"Acadia NP","National Park","Northeast ","ME",2015,"6",44.30777545,-68.30063316,25,12.7929199805112,12.139964893794,12.7333010058613
"Acadia NP","National Park","Northeast ","ME",2015,"7",44.30777545,-68.30063316,25,13.3156215771656,12.7929199805112,13.2376080831142
"Acadia NP","National Park","Northeast ","ME",2015,"8",44.30777545,-68.30063316,25,13.4101974383053,13.3156215771656,13.3663333454889
"Acadia NP","National Park","Northeast ","ME",2015,"9",44.30777545,-68.30063316,25,13.0801257980832,13.4101974383053,12.943652892834
"Acadia NP","National Park","Northeast ","ME",2015,"10",44.30777545,-68.30063316,25,12.7494516125472,13.0801257980832,12.656896640879
"Acadia NP","National Park","Northeast ","ME",2015,"11",44.30777545,-68.30063316,25,10.7977984888022,12.7494516125472,10.3421939944241
"Acadia NP","National Park","Northeast ","ME",2015,"12",44.30777545,-68.30063316,25,9.53827627757511,10.7977984888022,9.51125944745996
"Acadia NP","National Park","Northeast ","ME",2016,"1",44.30777545,-68.30063316,25,9.75295531823158,9.53827627757511,9.43978403583887
"Acadia NP","National Park","Northeast ","ME",2016,"2",44.30777545,-68.30063316,25,9.71299268505301,9.75295531823158,9.2711532113727
"Acadia NP","National Park","Northeast ","ME",2016,"3",44.30777545,-68.30063316,25,10.2443074671508,9.71299268505301,9.80162092613256
"Acadia NP","National Park","Northeast ","ME",2016,"4",44.30777545,-68.30063316,25,11.4531754605645,10.2443074671508,11.054296893746
"Acadia NP","National Park","Northeast ","ME",2016,"5",44.30777545,-68.30063316,25,12.2883344276972,11.4531754605645,12.139964893794
"Acadia NP","National Park","Northeast ","ME",2016,"6",44.30777545,-68.30063316,25,13.0067527304021,12.2883344276972,12.7929199805112
"Acadia NP","National Park","Northeast ","ME",2016,"7",44.30777545,-68.30063316,25,13.4543326336672,13.0067527304021,13.3156215771656
"Acadia NP","National Park","Northeast ","ME",2016,"8",44.30777545,-68.30063316,25,13.5089120254541,13.4543326336672,13.4101974383053
"Acadia NP","National Park","Northeast ","ME",2016,"9",44.30777545,-68.30063316,25,13.2541545066486,13.5089120254541,13.0801257980832
"Acadia NP","National Park","Northeast ","ME",2016,"10",44.30777545,-68.30063316,25,12.9297902523898,13.2541545066486,12.7494516125472
"Acadia NP","National Park","Northeast ","ME",2016,"11",44.30777545,-68.30063316,25,10.9155065586191,12.9297902523898,10.7977984888022
"Acadia NP","National Park","Northeast ","ME",2016,"12",44.30777545,-68.30063316,25,9.55478077824657,10.9155065586191,9.53827627757511
"Adams NHP","National Historical Park","Northeast ","MA",2010,"1",42.2553961,-71.01160356,10,5.26785815906333,NA,NA
"Adams NHP","National Historical Park","Northeast ","MA",2010,"2",42.2553961,-71.01160356,10,5.42934562895444,5.26785815906333,NA
"Adams NHP","National Historical Park","Northeast ","MA",2010,"3",42.2553961,-71.01160356,10,5.90536184805457,5.42934562895444,NA
"Adams NHP","National Historical Park","Northeast ","MA",2010,"4",42.2553961,-71.01160356,10,8.2534880283459,5.90536184805457,NA
"Adams NHP","National Historical Park","Northeast ","MA",2010,"5",42.2553961,-71.01160356,10,9.32972212899626,8.2534880283459,NA
"Adams NHP","National Historical Park","Northeast ","MA",2010,"6",42.2553961,-71.01160356,10,9.6179365410933,9.32972212899626,NA
"Adams NHP","National Historical Park","Northeast ","MA",2010,"7",42.2553961,-71.01160356,10,9.74560491761919,9.6179365410933,NA
"Adams NHP","National Historical Park","Northeast ","MA",2010,"8",42.2553961,-71.01160356,10,9.3419824810279,9.74560491761919,NA
"Adams NHP","National Historical Park","Northeast ","MA",2010,"9",42.2553961,-71.01160356,10,9.38479775371334,9.3419824810279,NA
"Adams NHP","National Historical Park","Northeast ","MA",2010,"10",42.2553961,-71.01160356,10,0,9.38479775371334,NA
"Adams NHP","National Historical Park","Northeast ","MA",2010,"11",42.2553961,-71.01160356,10,7.614312146452,0,NA
"Adams NHP","National Historical Park","Northeast ","MA",2010,"12",42.2553961,-71.01160356,10,0,7.614312146452,NA
"Adams NHP","National Historical Park","Northeast ","MA",2011,"1",42.2553961,-71.01160356,10,0,0,5.26785815906333
"Adams NHP","National Historical Park","Northeast ","MA",2011,"2",42.2553961,-71.01160356,10,0,0,5.42934562895444
"Adams NHP","National Historical Park","Northeast ","MA",2011,"3",42.2553961,-71.01160356,10,0,0,5.90536184805457
"Adams NHP","National Historical Park","Northeast ","MA",2011,"4",42.2553961,-71.01160356,10,7.67971363996637,0,8.2534880283459
"Adams NHP","National Historical Park","Northeast ","MA",2011,"5",42.2553961,-71.01160356,10,9.7957352900419,7.67971363996637,9.32972212899626
"Adams NHP","National Historical Park","Northeast ","MA",2011,"6",42.2553961,-71.01160356,10,9.99520036045933,9.7957352900419,9.6179365410933
"Adams NHP","National Historical Park","Northeast ","MA",2011,"7",42.2553961,-71.01160356,10,10.1585560366347,9.99520036045933,9.74560491761919
"Adams NHP","National Historical Park","Northeast ","MA",2011,"8",42.2553961,-71.01160356,10,10.9300129023093,10.1585560366347,9.3419824810279
"Adams NHP","National Historical Park","Northeast ","MA",2011,"9",42.2553961,-71.01160356,10,10.694509802575,10.9300129023093,9.38479775371334
"Adams NHP","National Historical Park","Northeast ","MA",2011,"10",42.2553961,-71.01160356,10,10.5690836640088,10.694509802575,0
"Adams NHP","National Historical Park","Northeast ","MA",2011,"11",42.2553961,-71.01160356,10,9.4937884938959,10.5690836640088,7.614312146452
"Adams NHP","National Historical Park","Northeast ","MA",2011,"12",42.2553961,-71.01160356,10,0,9.4937884938959,0
"Adams NHP","National Historical Park","Northeast ","MA",2012,"1",42.2553961,-71.01160356,10,0,0,0
"Adams NHP","National Historical Park","Northeast ","MA",2012,"2",42.2553961,-71.01160356,10,6.31173480915291,0,0
"Adams NHP","National Historical Park","Northeast ","MA",2012,"3",42.2553961,-71.01160356,10,6.45047042214418,6.31173480915291,0
"Adams NHP","National Historical Park","Northeast ","MA",2012,"4",42.2553961,-71.01160356,10,9.24619002486988,6.45047042214418,7.67971363996637
